Unnamed: 0,commit_id,date,bug,__,ns,nd,nf,entrophy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp
221,2b39ec4fba0810bf8335fcdf9f873d2919cc68f3,2016-01-12 22:18:17,1,1,1,2,2,0.972279462096882,1021,23,2853,0,15,69.9642013888889,47,60,15.544069137609023,16
222,21362d00f9c511950ad209f8c7db809c913ff5ee,2016-01-12 23:37:14,0,0,1,1,1,0.0,8,0,2670,0,5,61.10230324074074,36,343,147.98419137754985,20
223,84b637cc616293180850f17eb4d948bf7917977b,2016-01-13 00:11:42,1,1,1,4,3,1.802354184297355,28,8,6168,1,151,74.60692708333333,789,19,4.151867730105931,6
225,ca5cdb59e136a54862f8132bc5b3f9867ae44390,2016-01-13 00:54:29,0,0,1,1,2,0.993305511292492,652,605,2854,0,61,77.98472222222222,217,319,2.394046685691207,6
226,0cd8cbdca8befd5b3c7a57faabfeda93910cf319,2016-01-13 01:39:34,0,0,1,2,2,0.8614872128808158,68,48,2793,1,22,20.291273148148147,99,187,32.82065083600137,43
235,aa2fdfc47a835dfffdacd25e33818a761a407c8e,2016-01-13 05:04:56,0,0,1,2,2,0.1330396486106989,30,24,579,1,11,212.74917824074075,21,14,2.143855522237274,2
240,607c3a61a2a25c530d57cf37a6be04effda3c6aa,2016-01-13 06:55:17,0,0,1,2,2,0.9952525494396792,97,14,1502,1,13,43.8266087962963,49,96,21.103638624132127,8
241,b4295c1459a4d9102fc29f0fafebafe28ff8ab9a,2016-01-13 07:15:19,1,1,1,3,3,1.3992075416402174,24,3,4547,1,125,28.90198302469136,501,99,24.07579856009584,8
274,000c7ff540602e37d714f6bfea993221babc19dc,2016-01-14 06:55:46,0,0,1,12,5,2.3631475267725413,1060,1219,34682,0,6,86.60909799382716,216,3487,63.04407222254255,49
278,8df5c7544698496775e8b72904e1331c3cb94456,2016-01-14 09:37:37,1,1,2,3,3,1.068048425692978,101,2,983,0,154,47.09670910493827,825,157,6.1232710446049925,77
289,788ac9d982e69df3c2d23f1202686eefeaa407ff,2016-01-14 14:35:15,0,0,1,2,2,0.9244571409964928,49,4,1486,1,29,66.74616319444445,46,465,246.51755788610848,143
304,66c5e9e6970b9163e4e25b582c44292b9abd7d7a,2016-01-14 17:04:10,1,1,1,2,2,0.6962122601251458,16,0,11189,1,218,24.92306712962963,970,468,50.0055331455739,339
308,3680735b96201e5051cfff4a66a842ce4823d6cf,2016-01-14 18:18:43,0,0,1,3,2,1.5,4,4,1491,0,30,59.69628086419753,59,11,9.696968014946698,7
309,85b0fbb67b7a22a073cc5776b3980141eb8670ee,2016-01-14 19:24:53,0,0,1,2,4,1.6410984814865763,50,4,2022,1,12,117.58230034722222,60,1408,28.270408085508866,91
314,69e9d2d861d7b73d5addc1d0f38789bd08d6e17d,2016-01-14 21:29:57,0,0,1,2,2,0.9456603046006402,6,5,1793,1,60,146.72542824074074,155,7,2.7664401319471663,3
329,5b9d169b4fe9ca98c5e973b11fe96381be9e9747,2016-01-15 10:22:38,0,0,2,3,3,0.911369321339914,491,76,1097,0,43,112.93961033950616,87,21,9.06209348624037,5
330,9cc2b79301d73929c6f673b4314950b8e0013a70,2016-01-15 10:34:56,0,0,2,3,3,1.2958363892911635,12,2,2091,1,40,31.10886188271605,123,14,4.062332943522261,12
340,13a148eda92d8bae049afec137c71959bd091a1d,2016-01-15 15:26:48,0,0,1,2,2,1.0,2,2,2817,1,27,35.91289351851852,80,917,149.4654467027968,298
341,4495fad680d7a83ce54ac2d827f3300cbb9dc77f,2016-01-15 15:30:27,1,1,1,1,1,0.0,3,0,339,0,15,56.74988425925926,16,13,1.2769181584259313,10
343,faae0a486ce0da7df050d87e70bbf3f126815ae5,2016-01-15 15:40:24,0,0,1,2,2,0.8403586716091171,25,1,1015,1,32,45.10302083333333,73,4,2.060473520262304,2
344,740e9e8ead2aee96f7a9415e96497cf506d6898c,2016-01-15 15:41:06,0,0,1,2,2,0.5916727785823275,13,1,1015,1,32,45.10350694444445,75,17,5.391953536178203,5
352,bc5f7e4ea4ba0c269a20bc4aa2709ae8da03f98e,2016-01-15 20:14:35,1,1,1,4,5,2.39980588172605,5,143,16236,1,204,252.7400636574074,1244,471,250.5146032805158,143
355,2336d789d4cecd053d93db8e9598aabd89661b33,2016-01-15 21:52:56,0,0,1,3,4,1.924174352300441,9,5,7102,0,19,67.67010706018519,92,921,152.9877352763897,301
361,b98d0fac84c3a736a3a92e5e0036f7eaccd30207,2016-01-16 06:25:05,0,0,1,2,8,2.1968569269540072,923,879,34077,0,8,85.63575086805555,229,3500,60.26289339743369,45
363,780c6003a1f70e3ccaa46ffe35cfa268fb22732d,2016-01-16 06:52:21,0,0,1,2,2,0.8453509366224365,22,0,447,1,20,63.45195601851852,42,9,3.015953366452401,9
366,ded6a40153364bb0c67deefadf479b15ed669e41,2016-01-16 16:43:55,0,0,1,1,1,0.0,2,2,61,0,3,204.43923611111111,5,293,26.447301984837114,28
372,94ae8598b96e2f86844fdf0f35a8b83a94c7b4c4,2016-01-17 01:09:46,0,0,1,1,2,0.9108783787500366,46,46,81,0,153,16.894994212962963,976,3516,63.55738581970744,6
374,2f3d05b5ba522605d5b6d17cd90786d929be6124,2016-01-17 09:50:39,1,1,1,2,2,0.6252624052234231,30,2,1653,1,13,33.830474537037034,53,101,21.97738362138912,8
380,b20d3bfb8678151535185bc48b4616444e9383c8,2016-01-18 06:23:24,0,0,1,3,8,2.4192898136447467,2332,2238,51988,0,8,8.984780092592592,317,3540,78.44320670067029,45
381,37440954d30368ae2a0fcbd45802d7075a45853e,2016-01-18 06:25:08,0,0,1,13,5,4.322673092292157,245,182,32882,0,5,39.99241236772487,273,3561,99.40862770131214,49
382,55761618e2c9e6ef0356acbd8c4b7dff6eb8d657,2016-01-18 06:25:41,0,0,1,13,5,3.817827999013083,238,270,36237,0,6,61.383066578483245,310,3582,120.38965297823812,49
383,0ea3394dec577d25cf2bcfd72e45f57752010c06,2016-01-18 06:32:51,1,1,1,2,2,0.998781393072756,215,4,2871,0,8,103.57105324074074,12,34,3.605582715082827,24
385,9e9058b9732cd1a48f3705706fce67dc0a4da60b,2016-01-18 07:35:31,0,0,1,1,4,2.0,4,0,1616,1,13,140.62102719907406,61,77,5.409665042329214,51
390,f6fdae1438e5af67b6d7bf1919e25d8a8bc42bd6,2016-01-18 10:14:32,0,0,1,2,4,1.1146755053361468,106,24,10310,1,29,34.647774884259256,162,473,357.17404476016685,31
391,f9a4905dedf487fd3dbaf184597c2969311ed876,2016-01-18 10:25:13,1,1,1,1,1,0.0,46,42,864,0,5,3.0017939814814816,14,22,7.060457865831879,4
395,c59b164c41f650ceaefbd9220e590e05fa0d81ef,2016-01-18 12:00:20,1,1,1,1,1,0.0,6,5,337,0,30,110.85769675925926,90,19,5.598345120613371,10
396,5814440bb900a13c8ceea7e2c1f3d3e1e98b31f6,2016-01-18 12:14:15,0,0,2,3,3,1.5566567074628228,4,3,131,1,9,324.1399074074074,19,106,6.202367624958816,4
405,b022418c4aa9531e5caf4834547e989982640d58,2016-01-18 17:34:36,1,1,1,1,1,0.0,3,0,149,0,9,40.01064814814815,11,13,4.040380146094872,9
406,a21707ae05ca007e06744a46dc50c0f753eaac95,2016-01-18 17:47:11,1,1,1,1,1,0.0,3,0,149,0,9,40.01938657407408,12,14,5.031715835665618,9
410,cc7616dd828928ec77e866afe9f574f85ceb4422,2016-01-19 00:54:07,1,1,1,2,4,1.541470934633162,33,12,3104,1,19,94.89896122685184,50,23,4.077419375242634,9
416,015cb3ab56a8b9d2419feb159aa03b414904113f,2016-01-19 07:26:02,0,0,1,1,2,1.0,2,2,6,0,2,49.48334490740741,4,440,38.1787522658322,7
423,69c88a7afa3f6b36a5571e3f7ddd19c7296fffbc,2016-01-19 11:15:06,0,0,1,1,1,0.0,1,1,126,0,3,111.98292824074076,3,16,4.111127022945578,3
430,7b012048f26904857076930f24f3fc1e2346c453,2016-01-19 16:06:48,0,0,1,1,1,0.0,1,1,410,1,2,62.34162037037037,2,922,145.22017822212274,302
431,82dae55232e67f6a593f67f74e642899abc6a2f6,2016-01-19 16:15:33,1,1,1,2,2,0.9709505944546686,34,1,8496,1,134,27.95722800925926,464,924,147.20468841349808,302
432,082235d31196cc87ef6ea1cd34e773d38de6eeaf,2016-01-19 16:15:54,0,0,1,4,6,1.70836452721294,57,90,1390,0,71,117.25064429012345,213,217,29.352653351353183,161
433,7ac7413ae31f1298af3d50f5b3e017f2af572ecd,2016-01-19 16:23:02,0,0,1,2,2,0.7642045065086203,22,5,2288,1,62,69.99669560185185,156,126,114.76675161709868,16
435,32f1e86b6b7d1851c14bf170dc5d03567ca72975,2016-01-19 16:47:06,0,0,1,1,1,0.0,3,0,55,0,121,2.650925925925926,664,925,148.10720703554065,14
437,f2a3dc61d6d42de0d0a0c6ffb086867557000cce,2016-01-19 17:01:24,0,0,1,1,1,0.0,8,0,130,0,142,14.349791666666668,602,926,149.0544127415195,14
443,6399732e3ccdac68ea3ebeda80fc27f68f4c6729,2016-01-19 19:22:25,0,0,1,1,1,0.0,1,1,500,0,49,7.977361111111111,98,278,68.88691008078325,123
451,612abc48c1af36d931a9abb2cdcde5caefd5d115,2016-01-19 23:06:39,0,0,1,1,1,0.0,1,0,101,1,28,34.32427083333334,52,1,1.0,1
457,5ef5b351c0e2479c61107642339e63f30df532a3,2016-01-20 03:49:49,0,0,1,1,1,0.0,2,1,906,0,5,144.6434722222222,5,12,4.339289580670728,8
459,700b7ef26db914a790b728ffded9db0aad3aab0f,2016-01-20 11:41:16,1,1,1,5,4,1.965388369531099,49,10,8693,1,115,50.382125,499,161,9.312250260199516,33
461,eb2e7c04fec2d4650add1b7fb4a9df970ffea962,2016-01-20 13:26:28,0,0,2,2,2,0.9182958340544896,2,4,532,0,11,391.0145486111112,14,14,5.411983034322725,10
473,3342a09ba76934e65ec1f3f044a39d5b16e2cbe2,2016-01-20 15:04:15,1,1,1,1,1,0.0,1,0,114,0,56,98.25570601851852,128,26,1.2294054211185363,15
484,b38ccee39ed4740505f4c972c1ee41f59f71ef80,2016-01-20 20:40:52,0,0,1,1,1,0.0,1,1,1253,0,37,9.031840277777778,59,279,68.98949179250945,123
493,7d60f39911b24ae926f78775a26457e6aef8f89a,2016-01-21 01:15:21,1,1,1,8,6,2.371905614378929,316,48,8216,0,146,44.81204861111111,811,225,41.56260153548464,115
494,81fcf8f5ea4283647d0b23dd6115ed8714625917,2016-01-21 02:45:10,1,1,1,3,3,1.5335557935869275,83,11,2461,0,93,66.83554398148148,298,9,8.034660585017722,7
498,34fc5f82dd77a899569345a9867fc9193c45be8d,2016-01-21 05:43:47,0,0,1,1,1,0.0,1,1,7726,0,118,6.527511574074074,299,9,1.9876233933684664,4
502,f07f36fa3789a4997b84639530e5d6ab1c603983,2016-01-21 08:49:46,1,1,1,2,2,0.8412367762002599,58,5,4442,1,85,52.61572916666667,306,108,5.195386418272095,77
510,e374a952af449dc54fb22b79990d746d95629c4e,2016-01-21 13:17:34,1,1,2,2,2,0.9182958340544896,5,4,337,0,171,53.46118634259259,666,473,244.77871889084287,147
524,4706a2fc59383f114a78dc087611630f8541b43d,2016-01-21 18:30:00,0,0,1,2,2,0.74959525725948,15,13,1125,1,13,108.82730324074076,25,74,2.1538424697966896,39
528,948e467021d5f455526dadb1d028d388371ed924,2016-01-21 20:48:19,0,0,1,1,1,0.0,5,9,149,0,9,108.24939814814816,10,181,5.233409964479363,24
531,28becd1aadd3b6f3ed1c656f79470a2a988e2c72,2016-01-22 00:29:48,1,1,1,1,3,1.5485806065228545,8,5,511,1,1,370.1121875,6,24,7.036740624776575,9
533,dde6ad78968a1df6e45a630168d274bab34dcaa3,2016-01-22 02:45:47,1,1,1,2,4,1.8024594914200367,60,107,7374,1,47,29.42359953703704,152,56,16.126922451012025,36
535,5d9814d38c20a128426a6792ab129d3c158e4c13,2016-01-22 03:08:15,1,1,1,3,4,1.875614130937843,68,13,2183,1,46,110.04838252314816,124,123,68.98996581090331,26
536,561668db17fc462c3ef7c17b47eaa72c74d9dec3,2016-01-22 04:03:25,0,0,1,1,3,1.117889605670105,42,42,183,0,253,36.68185185185185,1455,3690,97.85968951442231,6
545,e2faa7c523ed220abfafbabb710d0ec11a21883f,2016-01-22 11:21:48,0,0,1,1,1,0.0,1,0,131,1,2,251.88074074074075,2,280,67.16282356197961,124
546,f23458c16ce41489f4982e30975afdc4c41c2296,2016-01-22 11:25:59,1,1,1,1,1,0.0,3,1,1332,1,39,24.909861111111116,70,281,68.1554660697647,125
547,f342638d33c6d995b173b4ecf904872b3949da57,2016-01-22 11:28:53,0,0,1,1,1,0.0,3,0,671,1,9,53.016608796296296,26,282,69.14837369130939,126
548,005526111dc2cfb90c53ea1577b2d847e19b1a40,2016-01-22 11:40:20,0,0,2,3,3,1.271782221599798,16,0,295,0,76,323.08916666666664,166,18,5.950682411497409,13
549,54ea31a80be047a7145553203ef8231f8c36df5d,2016-01-22 11:45:40,0,0,1,1,1,0.0,6,2,299,1,9,58.80003472222222,9,283,70.09624731205633,127
559,a92cba8400982c378d1ba08b149505a4ff9aed49,2016-01-22 15:40:54,0,0,1,1,1,0.0,1,1,92,0,159,100.92515046296296,473,38,1.0282584586947314,4
560,063368e279c09a8023c793be2e63e8134d98d6e7,2016-01-22 15:41:04,0,0,1,1,1,0.0,1,1,84,0,159,100.85131944444444,474,39,2.028142727125506,4
563,40347f7bc5551730cde1ec653ba57c1e162d65c0,2016-01-22 15:52:02,0,0,1,2,3,1.5221898721658211,19,15,3797,0,49,42.39207947530864,132,929,146.64396389321706,304
564,d24bc359121ef9fa7a1d279ef3183e0831d49fb6,2016-01-22 16:47:02,0,0,1,10,21,3.550551486739184,22,83,28929,1,245,87.67520557760142,1482,129,24.75800509743104,112
566,08fea0bad8a0ce5f20c8ec5e617e0c81d29addb0,2016-01-22 16:58:28,0,0,1,3,3,1.1856161633204378,45,11,6168,1,118,110.83695987654322,598,111,6.763476017219225,77
570,e0541c586701ecee17ace478187995a3817a641c,2016-01-22 21:35:31,1,1,1,2,5,1.5133694955825363,173,4,14783,1,31,23.700460648148148,217,478,357.5912492770288,31
572,aba098e575ba9da2715980f2f197aa67752684cb,2016-01-22 22:27:49,1,1,1,2,2,0.9686258457313754,239,69,3862,0,15,25.238368055555554,49,62,15.106317017308834,16
573,c346612cc7c9ff0b6e4534534b1818b5db2cfbc4,2016-01-22 23:59:46,1,1,1,5,9,2.1991524521881693,260,131,1660,0,21,263.2005825617284,79,42,11.09177693081266,20
574,0ab4869fe9952f05d646d6242246c751c22d70e6,2016-01-23 00:14:20,0,0,1,4,7,2.3255881298100256,31,19,2595,0,77,101.88198412698414,245,188,10.641542828397744,30
575,dc12ecd1ea7ab5fe6f90e4479d4e5727ff64e16c,2016-01-23 01:33:42,1,1,1,2,2,0.652779275040337,279,1,1678,0,50,56.303072916666665,86,159,5.868517416616294,60
579,829dbc7fd0ec2bbc1fe755171cf1477635f81786,2016-01-23 04:37:05,1,1,1,2,2,0.5721084472041879,192,0,1228,0,29,48.4244849537037,50,5,2.7894159783641546,4
582,9526e05b96de510f548bb3c3a927a2e30f533b43,2016-01-23 18:31:37,0,0,1,2,4,1.9219280948873625,4,1,2147,0,129,71.2062355324074,351,7,5.652023801887397,6
593,a2440202d3421d27b364b6f6cd0245ae19ab47db,2016-01-24 20:48:29,0,0,1,1,1,0.0,4,4,62,0,123,2.697962962962963,671,3701,73.30093401726701,6
601,5f06f15ad712c422deb4eb9ac01defa4d346144b,2016-01-25 09:29:09,0,0,1,1,1,0.0,2,2,575,0,36,79.91094907407407,51,3,1.1078766490025074,1
605,4b0ce57c736d406d7a757b2aefb399fe58e3b0ec,2016-01-25 12:50:58,1,1,1,7,13,3.3125304987925137,334,100,8450,1,98,174.56212632275134,557,61,14.138277943572804,32
615,975e9a364afb6ee6000f8a38805f6c9a84957e25,2016-01-25 17:06:32,1,1,1,2,3,1.5457225446125626,141,48,2247,1,25,49.6250462962963,69,88,22.25994655580589,35
623,8b6b94363574432a87ad390b0c35704055e9066f,2016-01-25 20:29:16,0,0,1,1,1,0.0,3,0,66,0,4,3.992511574074074,5,189,5.664848248993375,30
629,76a3e123a636d662a714d4dba7ed2fcd15e1a14a,2016-01-26 00:10:55,1,1,1,5,11,2.066550351700108,37,178,8607,0,84,73.50377735690235,308,294,76.0929443788851,130
631,8d9f6be9de26fd10db46384245f36da82beefd02,2016-01-26 01:34:21,1,1,1,2,4,1.3489611268585264,282,5,6223,0,11,44.68224537037037,91,61,5.32827006423201,18
634,e1b5d6d0b9740d2097e54b0af1cbb82fb5d58832,2016-01-26 05:54:08,0,0,2,3,3,1.2363864108712896,57,0,311,0,76,3.767893518518519,169,102,4.096878947261239,24
635,d8afed9c46721cac6111b75a564d19b45119bbe0,2016-01-26 09:18:04,0,0,2,5,5,1.6694859882727138,24,104,2164,0,172,58.28807175925926,860,517,7.797809075223001,135
640,eab1567d48a18fa968c7b66c3641dd037da1f84e,2016-01-26 15:57:31,0,0,1,2,2,0.9182958340544896,0,9,1344,1,29,155.08644675925925,73,93,17.37417149617454,9
642,439f390e0a23515378cfb54dace9c3c87cf71c9e,2016-01-26 16:21:00,0,0,1,1,1,0.0,2,2,152,0,10,47.95953703703704,13,8,3.357837350316122,1
643,19aed25f5b837732a7b7152f5332f8f7a71d95e9,2016-01-26 17:13:26,0,0,1,1,1,0.0,5,0,19,0,4,156.38104166666668,4,1,1.0,1
645,e9fc06ccf38488db235587cc95df0c4709d3c542,2016-01-26 18:05:03,0,0,2,4,4,1.303148705177262,141,180,6558,0,234,53.29384548611111,1239,279,6.591359242022462,22
650,fbe7a4f42a913eda58df1dc1ee3b6ed4dc17d150,2016-01-26 23:22:58,0,0,1,1,1,0.0,1,1,62,0,123,2.1072800925925925,675,3705,64.72313858303657,6
654,578b8c4c20a48bb4fa7fd67ae8515cbd899c3f1c,2016-01-27 04:01:08,0,0,1,1,1,0.0,1,1,3490,1,178,12.456226851851852,676,1,1.0,1
656,751c77e81acd45f550c645509d5fa45c1fbb3843,2016-01-27 06:20:09,0,0,1,1,1,0.0,0,1,627,0,61,34.033993055555555,155,3,1.0031750576620906,2
657,3320a8943827e82a1576d212b1ea076a9381ef63,2016-01-27 08:02:46,1,1,1,2,3,0.7060565463173651,50,61,1986,1,56,14.49943672839506,166,9,8.24426859367446,7
674,6a16e10afc19ba24e9a1b298676933bd4e83d8a6,2016-01-27 20:45:00,1,1,1,1,1,0.0,18,16,146,0,9,5.998310185185185,12,190,3.86572711752576,30
699,8f0d6ea9c535f6ab09fc9b2ae84cf0bef2401ee4,2016-01-28 19:26:09,1,1,2,4,3,1.969376647459484,30,9,654,1,50,284.77629050925924,104,429,5.920745652602697,155
704,cdd0baad16c9170d68d34e7aa6642888b657ca22,2016-01-29 06:37:14,0,0,1,1,1,0.0,13,4,3009,0,3,11.008020833333331,18,3708,58.84368104057039,49
705,342af569294d896fdb97be587684f691d93148ea,2016-01-29 08:25:50,1,1,1,2,5,1.828212972557221,606,87,6569,0,11,47.96799768518518,98,69,15.55209191909935,12
712,ba234c1d79a089cacee03fa517a880081b730eb7,2016-01-29 13:01:57,1,1,1,3,3,1.022420703848328,33,1,1918,1,80,50.67471064814815,260,114,5.982284490923755,78
713,45145e596960f963a65d8706d0664facc2677a86,2016-01-29 13:33:29,1,1,1,6,3,2.2782261727575297,36,24,1520,0,34,116.57635030864196,159,146,64.65394569066251,91
